,Top 25,Top 50,Top 100,Top 200
precision,"(0.064, 0.040792156108742275)","(0.04, 0.012649110640673518)","(0.03, 0.010954451150103323)","(0.019999999999999997, 0.008366600265340755)"
recall,"(0.049835043988269795, 0.031279220478331614)","(0.06233504398826979, 0.018908028295550418)","(0.09418988269794722, 0.0361162662932387)","(0.1250733137829912, 0.05251006624284392)"
f1,"(0.056028001037075434, 0.03539390433922486)","(0.04872461843761677, 0.015151822196111829)","(0.04550185317561774, 0.01681011080425704)","(0.03448314302243561, 0.014426321465946787)"
ndcg,"(0.054337925403516785, 0.035927687602857306)","(0.05379549377014207, 0.020903525782163604)","(0.07126282939998321, 0.02282094563500313)","(0.08549177297154088, 0.03361868946414699)"
