,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.032)","(0.016, 0.0233238075793812)","(0.014000000000000002, 0.010198039027185569)","(0.007000000000000001, 0.005099019513592784)"
recall,"(0.15, 0.19999999999999998)","(0.2, 0.29154759474226505)","(0.33999999999999997, 0.2596150997149434)","(0.33999999999999997, 0.2596150997149434)"
f1,"(0.04137931034482759, 0.05517241379310346)","(0.029629629629629627, 0.04319223625811333)","(0.026886446886446886, 0.01962611246983967)","(0.013715925394548061, 0.010001846691570627)"
ndcg,"(0.06602261600271964, 0.08880890979203492)","(0.08007874366279645, 0.11442762627493175)","(0.11419139413706199, 0.10370603613100782)","(0.11419139413706199, 0.10370603613100782)"
