,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265423)","(0.028000000000000004, 0.020396078054371138)","(0.019999999999999997, 0.012649110640673518)","(0.020999999999999998, 0.0058309518948453)"
recall,"(0.026119894598155467, 0.02136043778923391)","(0.06169301712779973, 0.04637414465621987)","(0.08857048748353097, 0.05751523879864876)","(0.18471673254281948, 0.05371003575328787)"
f1,"(0.02500723693732812, 0.020425710427285595)","(0.03851042823645563, 0.028329096604682198)","(0.032627379155864535, 0.020736487381115498)","(0.03770884914382672, 0.010515202082387098)"
ndcg,"(0.026098135918628917, 0.02151964842043994)","(0.04626348271605242, 0.033696607946412944)","(0.05831640943361861, 0.03830441088779882)","(0.09776773646655428, 0.03099175276293099)"
