,Top 50,Top 100,Top 200,Top N
precision,"(0.044, 0.014966629547095763)","(0.026000000000000002, 0.007999999999999997)","(0.025, 0.0031622776601683785)","(0.029197080291970802, 0.007995949744600965)"
recall,"(0.08413431013431014, 0.029875066641509355)","(0.09951892551892552, 0.03202600652323461)","(0.18998209198209198, 0.02816458456507516)","(0.15286121286121285, 0.04449746003515616)"
f1,"(0.05776525229156808, 0.019926649327278834)","(0.041221437945256845, 0.012800451163344781)","(0.04417837271827575, 0.005674968972602978)","(0.049021187652540835, 0.013552677257867586)"
ndcg,"(0.07288372960729593, 0.019686574048227202)","(0.08006024468192391, 0.013737556540696218)","(0.11917433426848016, 0.01896644257849247)","(0.10376717322879406, 0.02097975517873475)"
