,Top 50,Top 100,Top 200,Top N
precision,"(0.004, 0.008)","(0.002, 0.004)","(0.002, 0.0024494897427831783)","(0.0029850746268656717, 0.005970149253731343)"
recall,"(0.016666666666666666, 0.03333333333333333)","(0.016666666666666666, 0.03333333333333333)","(0.030952380952380953, 0.03809523809523809)","(0.016666666666666666, 0.03333333333333333)"
f1,"(0.0064516129032258064, 0.012903225806451613)","(0.0035714285714285713, 0.007142857142857143)","(0.0037559513313348615, 0.0046001666233293015)","(0.005063291139240506, 0.010126582278481013)"
ndcg,"(0.008640947319148513, 0.017281894638297025)","(0.008640947319148513, 0.017281894638297025)","(0.013440407184400793, 0.017545922106570633)","(0.008640947319148513, 0.017281894638297025)"
