,Top 50,Top 100,Top 200,Top N
precision,"(0.016, 0.008)","(0.012, 0.004)","(0.007000000000000001, 0.003999999999999999)","(0.013114754098360656, 0.006557377049180329)"
recall,"(0.06538461538461537, 0.0327864406475498)","(0.0987179487179487, 0.034064949373298514)","(0.11538461538461538, 0.06735346429007025)","(0.06538461538461537, 0.0327864406475498)"
f1,"(0.025704045058883768, 0.012853552416780732)","(0.021396965865992414, 0.007158921554817497)","(0.013198688989281601, 0.0075516183843622325)","(0.021843761569788966, 0.01092282201530442)"
ndcg,"(0.036596634444093855, 0.018911930853481102)","(0.04906205384558128, 0.008174537171587509)","(0.054406051655222255, 0.017967554968079478)","(0.036596634444093855, 0.018911930853481102)"
