,Top 50,Top 100,Top 200,Top N
precision,"(0.064, 0.05851495535331117)","(0.049999999999999996, 0.034641016151377546)","(0.035, 0.01816590212458495)","(0.013590033975084936, 0.0051650075882180655)"
recall,"(0.019434163547984686, 0.017952680080735656)","(0.03030163031789048, 0.021326433638935487)","(0.04231195423065342, 0.022367322284041674)","(0.07227685292725942, 0.027441354673175437)"
f1,"(0.029811947726248556, 0.02747592065924141)","(0.03772889197316678, 0.02639883233180263)","(0.03830268148058204, 0.020042200305193488)","(0.02287548471968959, 0.008687277753676687)"
ndcg,"(0.06568591239053925, 0.06426477650095946)","(0.054064978309632805, 0.043156169468241426)","(0.04463084820079148, 0.02873897536448208)","(0.06271413922151552, 0.03119916395754351)"
