,Top 50,Top 100,Top 200,Top N
precision,"(0.012, 0.009797958971132711)","(0.008, 0.004)","(0.008, 0.004)","(0.0074074074074074086, 0.00329897608455647)"
recall,"(0.010171439703876874, 0.008306934235415314)","(0.013742868275305447, 0.006882762803758578)","(0.02741908101639253, 0.0134864009998091)","(0.03776390860259943, 0.01674710841088549)"
f1,"(0.011009792110709543, 0.008990088166629082)","(0.010111471404163071, 0.005056848836680954)","(0.012385328962363846, 0.006170125254148147)","(0.012384942552328013, 0.005512200319499006)"
ndcg,"(0.009394066130401665, 0.007772979037143665)","(0.010543872025273656, 0.005492947727087395)","(0.018154813443186528, 0.008083157349601282)","(0.023347195229587357, 0.00986670416124553)"
