,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.004, 0.008)","(0.006, 0.004898979485566356)","(0.009000000000000001, 0.0037416573867739412)"
recall,"(0.0, 0.0)","(0.0030303030303030303, 0.00606060606060606)","(0.009463653519237667, 0.007769126661959028)","(0.0281171773439643, 0.011215557888292578)"
f1,"(0.0, 0.0)","(0.0034482758620689646, 0.006896551724137929)","(0.007336493704675444, 0.005994909595872745)","(0.0136273808643918, 0.005606646138138581)"
ndcg,"(0.0, 0.0)","(0.0028403325630575785, 0.005680665126115156)","(0.005570048051320211, 0.004581702626178508)","(0.01481529089590929, 0.0065818087413456764)"
