,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.016)","(0.032, 0.016)","(0.022, 0.009797958971132711)","(0.013999999999999999, 0.008)"
recall,"(0.03524844720496894, 0.01773210642835618)","(0.07149940067560205, 0.03263394380288993)","(0.10088536558788275, 0.04655669307843647)","(0.1288029857251825, 0.07538195546908766)"
f1,"(0.03352558414670216, 0.01678529082279907)","(0.04415952329616566, 0.021500116097251658)","(0.03607536817355184, 0.016084015657386017)","(0.02523536551989846, 0.014429186489164098)"
ndcg,"(0.04676057183810404, 0.04089791068119534)","(0.06357476591634824, 0.04225429340390653)","(0.07560210428077965, 0.04451028448129486)","(0.08518234807989021, 0.0453130269920557)"
