,Top 50,Top 100,Top 200,Top N
precision,"(0.008, 0.009797958971132711)","(0.008, 0.009797958971132711)","(0.004, 0.004898979485566356)","(0.014285714285714285, 0.01749635530559413)"
recall,"(0.06666666666666667, 0.0816496580927726)","(0.13333333333333333, 0.1632993161855452)","(0.13333333333333333, 0.1632993161855452)","(0.06666666666666667, 0.0816496580927726)"
f1,"(0.014285714285714285, 0.01749635530559413)","(0.01509433962264151, 0.018486715039873043)","(0.007766990291262136, 0.009512581525371565)","(0.023529411764705882, 0.02881752638568445)"
ndcg,"(0.02937718174371624, 0.03600663406200451)","(0.04855086384283597, 0.0595070525683211)","(0.04855086384283597, 0.0595070525683211)","(0.02937718174371624, 0.03600663406200451)"
