,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.032)","(0.012, 0.016)","(0.01, 0.006324555320336759)","(0.01, 0.005477225575051661)"
recall,"(0.015384615384615385, 0.03076923076923077)","(0.024080267558528427, 0.03133120649800768)","(0.03977257525083612, 0.024402951304983045)","(0.08085618729096991, 0.04595418789325495)"
f1,"(0.01568627450980392, 0.03137254901960784)","(0.016005767844268205, 0.021164923584033192)","(0.01597584204413473, 0.010040103657439722)","(0.01779414527031496, 0.009781555035636985)"
ndcg,"(0.014747076913394478, 0.029494153826788952)","(0.019061886005452323, 0.027923295543461478)","(0.026636217048059952, 0.024020963493616834)","(0.04297099510166986, 0.024532117740878146)"
