,Top 50,Top 100,Top 200,Top N
precision,"(0.012, 0.016)","(0.012, 0.0074833147735478825)","(0.007000000000000001, 0.005099019513592785)","(0.01090909090909091, 0.006803013430498075)"
recall,"(0.029047619047619044, 0.03834442312228075)","(0.05722943722943723, 0.036949922223324626)","(0.06722943722943722, 0.05119285113881619)","(0.05722943722943723, 0.036949922223324626)"
f1,"(0.016981891348088533, 0.02257599069716963)","(0.019835613963780873, 0.01244318813776028)","(0.012678058560411501, 0.009274199861438232)","(0.018321322443459846, 0.011488034682796964)"
ndcg,"(0.019747500611993755, 0.026993532350131362)","(0.03329861060173855, 0.02411016667223347)","(0.03710331696203962, 0.027984055356778968)","(0.03329861060173855, 0.02411016667223347)"
