,Top 50,Top 100,Top 200,Top N
precision,"(0.004, 0.008)","(0.008, 0.0074833147735478825)","(0.005, 0.00447213595499958)","(0.005970149253731343, 0.007311909679949784)"
recall,"(0.015384615384615385, 0.03076923076923077)","(0.06043956043956045, 0.05731166949628703)","(0.07472527472527472, 0.06644490750694934)","(0.03076923076923077, 0.03768445758127967)"
f1,"(0.00634920634920635, 0.0126984126984127)","(0.014128240956373236, 0.013236649240113611)","(0.009372120573910753, 0.008378805552520779)","(0.009999999999999998, 0.01224744871391589)"
ndcg,"(0.008791476047291448, 0.017582952094582893)","(0.026693277122710184, 0.02658877081975185)","(0.03163707214174085, 0.028684835146319917)","(0.015342822054200534, 0.019121943922489996)"
