,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.004, 0.004898979485566356)","(0.004, 0.0037416573867739412)"
recall,"(0.007407407407407407, 0.014814814814814814)","(0.007407407407407407, 0.014814814814814814)","(0.013859020310633213, 0.017040907364086432)","(0.027718040621266427, 0.0247562769852892)"
f1,"(0.007692307692307691, 0.015384615384615384)","(0.005194805194805195, 0.01038961038961039)","(0.006203041413716415, 0.007598664778258226)","(0.006987432538093331, 0.006495779714096271)"
ndcg,"(0.00629526325902423, 0.01259052651804846)","(0.005468264893842832, 0.010936529787685664)","(0.008838046935741334, 0.011321470141165907)","(0.014538212903564482, 0.013261132186593621)"
