,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.032)","(0.016, 0.0233238075793812)","(0.02, 0.010954451150103323)","(0.013000000000000001, 0.006)"
recall,"(0.01818181818181818, 0.03636363636363636)","(0.03779904306220096, 0.053331578155379034)","(0.09775240239636525, 0.0472410814260629)","(0.1281318268934368, 0.050251009294730566)"
f1,"(0.01702127659574468, 0.03404255319148936)","(0.02246376811594203, 0.03243917287768028)","(0.033173601964695154, 0.01780772911565204)","(0.02358843199476404, 0.010729018641956212)"
ndcg,"(0.032300537827488617, 0.06460107565497722)","(0.04196773203929978, 0.07212512940480116)","(0.06835198417645096, 0.069665867729523)","(0.07896587343245065, 0.07291369205925585)"
