,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.004, 0.004898979485566357)","(0.005, 0.00447213595499958)"
recall,"(0.04, 0.08)","(0.04, 0.08)","(0.07333333333333333, 0.09043106644167026)","(0.18666666666666668, 0.1654623152798781)"
f1,"(0.013333333333333332, 0.026666666666666665)","(0.007272727272727273, 0.014545454545454545)","(0.007583108715184186, 0.009287547345315705)","(0.009737153682216433, 0.008704995721933098)"
ndcg,"(0.029213669968541293, 0.058427339937082594)","(0.029213669968541293, 0.058427339937082594)","(0.038490884335083866, 0.05670959284169983)","(0.06652675654841977, 0.07314313674862431)"
