,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.02993325909419153)","(0.04, 0.012649110640673518)","(0.03, 0.008944271909999158)","(0.02, 0.005477225575051661)"
recall,"(0.07272727272727272, 0.06803013430498075)","(0.18363636363636363, 0.05466653228499238)","(0.27636363636363637, 0.0774810027369546)","(0.3709090909090909, 0.10064256365889487)"
f1,"(0.04444444444444444, 0.041573970964154904)","(0.06568306010928962, 0.02056388052481691)","(0.05411957411957412, 0.016042919519584833)","(0.03795080117354999, 0.010383617163193117)"
ndcg,"(0.043431317446259186, 0.038873182914277334)","(0.09171310242050275, 0.03604826824364827)","(0.12656109656583284, 0.04423766247187825)","(0.156959385684246, 0.04210121854504239)"
