,Top 50,Top 100,Top 200,Top N
precision,"(0.02, 0.012649110640673518)","(0.01, 0.006324555320336759)","(0.005, 0.0031622776601683794)","(0.018518518518518517, 0.011712139482105107)"
recall,"(0.09272727272727273, 0.05761083461001767)","(0.09272727272727273, 0.05761083461001767)","(0.09272727272727273, 0.05761083461001767)","(0.09272727272727273, 0.05761083461001767)"
f1,"(0.03289617486338797, 0.020737398933644742)","(0.01805077805077805, 0.011395783527166288)","(0.009487700293387497, 0.005994866353613542)","(0.030865384615384617, 0.019461120396847442)"
ndcg,"(0.09925454616668976, 0.08517370971431844)","(0.09925454616668976, 0.08517370971431844)","(0.09925454616668976, 0.08517370971431844)","(0.09925454616668976, 0.08517370971431844)"
