,Top 50,Top 100,Top 200,Top N
precision,"(0.004, 0.008)","(0.002, 0.004)","(0.002, 0.002449489742783178)","(0.0, 0.0)"
recall,"(0.03333333333333333, 0.06666666666666667)","(0.03333333333333333, 0.06666666666666667)","(0.06666666666666667, 0.0816496580927726)","(0.0, 0.0)"
f1,"(0.007142857142857143, 0.014285714285714285)","(0.0037735849056603774, 0.007547169811320754)","(0.003883495145631068, 0.004756290762685782)","(0.0, 0.0)"
ndcg,"(0.011617434393225615, 0.023234868786451233)","(0.011617434393225615, 0.023234868786451233)","(0.020222132658427837, 0.02522089255607985)","(0.0, 0.0)"
