,Top 50,Top 100,Top 200,Top N
precision,"(0.028000000000000004, 0.023999999999999997)","(0.022, 0.0116619037896906)","(0.017, 0.004)","(0.01896551724137931, 0.010053365335940173)"
recall,"(0.0616600790513834, 0.05259145416120125)","(0.0961133069828722, 0.051724485302793936)","(0.14986824769433466, 0.0368412053421671)","(0.0961133069828722, 0.051724485302793936)"
f1,"(0.038508371385083714, 0.03295413399313086)","(0.03579987359894751, 0.01902737295621854)","(0.030533816968794546, 0.007215463313190516)","(0.03167612493855847, 0.016830427409685704)"
ndcg,"(0.07809284919940301, 0.0779968085479647)","(0.09436550186392971, 0.0794873148573723)","(0.1155203041745538, 0.07554001106738008)","(0.09436550186392971, 0.0794873148573723)"
