,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.032)","(0.012, 0.016)","(0.01, 0.00894427190999916)","(0.007000000000000001, 0.005099019513592784)"
recall,"(0.07222222222222222, 0.09875771574795099)","(0.07222222222222222, 0.09875771574795099)","(0.12222222222222223, 0.11194134266449936)","(0.16944444444444445, 0.12981468272831023)"
f1,"(0.03600713012477719, 0.048311528317960574)","(0.02057276446522502, 0.027528692185722747)","(0.018484539585457017, 0.01656360591079547)","(0.013443135811556864, 0.00981304809863622)"
ndcg,"(0.04836020701046895, 0.07059561898415613)","(0.04836020701046895, 0.07059561898415613)","(0.06503998761999996, 0.06695764674891315)","(0.07950334605412554, 0.06456100372492626)"
