,Top 50,Top 100,Top 200,Top N
precision,"(0.012, 0.009797958971132711)","(0.01, 0.006324555320336759)","(0.007000000000000001, 0.004)","(0.014285714285714285, 0.011664236870396087)"
recall,"(0.07222222222222222, 0.05918687709072921)","(0.11944444444444444, 0.07060147237299352)","(0.16944444444444445, 0.09638528651609707)","(0.07222222222222222, 0.05918687709072921)"
f1,"(0.02057276446522502, 0.016798947485457946)","(0.018450560652395514, 0.01160498713183266)","(0.013443135811556867, 0.007678581509251761)","(0.023843137254901964, 0.019469946477585952)"
ndcg,"(0.059403169983193414, 0.05101629215339549)","(0.07446418510562533, 0.05333335230562139)","(0.08864574063917684, 0.050923500504964275)","(0.059403169983193414, 0.05101629215339549)"
