,Top 25,Top 50,Top 100,Top 200
precision,"(0.055999999999999994, 0.040792156108742275)","(0.031999999999999994, 0.016)","(0.018, 0.009797958971132711)","(0.011, 0.008)"
recall,"(0.027400110987791344, 0.019742678622902635)","(0.031246264833945193, 0.01543291522424979)","(0.035019849739605556, 0.01855027327596725)","(0.042862986994507524, 0.03104130957757608)"
f1,"(0.03678849389015214, 0.026603383231907227)","(0.03161177573019018, 0.015708446571962933)","(0.023773445395039308, 0.012822174411121308)","(0.017505040805108413, 0.012720697059316036)"
ndcg,"(0.040560848621373664, 0.029116733197321016)","(0.02857219956037868, 0.014818181474274442)","(0.02967763469005318, 0.016746846654706878)","(0.033710876099086434, 0.022318947601781314)"
