,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)"
recall,"(0.05, 0.1)","(0.05, 0.1)","(0.05, 0.1)","(0.05, 0.1)"
f1,"(0.013793103448275865, 0.027586206896551727)","(0.007407407407407407, 0.014814814814814814)","(0.0038461538461538464, 0.007692307692307693)","(0.00196078431372549, 0.00392156862745098)"
ndcg,"(0.02109911684702208, 0.04219823369404416)","(0.02109911684702208, 0.04219823369404416)","(0.02109911684702208, 0.04219823369404416)","(0.02109911684702208, 0.04219823369404416)"
