,Top 50,Top 100,Top 200,Top N
precision,"(0.024, 0.0233238075793812)","(0.018, 0.0074833147735478825)","(0.015000000000000003, 0.007071067811865475)","(0.016216216216216217, 0.0067417250212143095)"
recall,"(0.05632034632034631, 0.053489118629261055)","(0.08561327561327561, 0.03120273662269019)","(0.1415007215007215, 0.06015489322394595)","(0.08561327561327561, 0.03120273662269019)"
f1,"(0.0336485580147552, 0.0324765056946328)","(0.029728176712692612, 0.012105660811181414)","(0.027117306491294617, 0.012670774061334909)","(0.027252410353870736, 0.011117024262158432)"
ndcg,"(0.04245633007128098, 0.04976589035759043)","(0.05542751457885581, 0.04084399931092166)","(0.07745507029102192, 0.05070562616443198)","(0.05542751457885581, 0.04084399931092166)"
