,Top 25,Top 50,Top 100,Top 200
precision,"(0.048, 0.02993325909419153)","(0.036, 0.0265329983228432)","(0.030000000000000006, 0.016733200530681513)","(0.02, 0.006324555320336759)"
recall,"(0.0461994301994302, 0.028891561321008948)","(0.06989173789173789, 0.05302667824112024)","(0.11578347578347578, 0.06564453733879656)","(0.15345380545380544, 0.053379472985950686)"
f1,"(0.04707088989441931, 0.029375351865168986)","(0.04751241740715425, 0.035360522387921124)","(0.04764604424446944, 0.02665493450592751)","(0.0353831887816692, 0.011317858967688338)"
ndcg,"(0.04690759709565271, 0.02821433925112971)","(0.05827681734418373, 0.03490793359351793)","(0.08152353760814314, 0.04490510047240882)","(0.09774309048435456, 0.038020494174545894)"
