,Top 50,Top 100,Top 200,Top N
precision,"(0.008, 0.009797958971132711)","(0.006, 0.004898979485566357)","(0.005, 0.0)","(0.013793103448275862, 0.016893032708849502)"
recall,"(0.07333333333333333, 0.09043106644167025)","(0.10666666666666666, 0.0879393730551528)","(0.17333333333333334, 0.013333333333333341)","(0.07333333333333333, 0.09043106644167025)"
f1,"(0.014415584415584414, 0.017656607168163467)","(0.011356693620844563, 0.00927293366099374)","(0.009718209803457258, 1.8943878759176274e-05)","(0.02319327731092437, 0.028410818970239247)"
ndcg,"(0.0869241276726167, 0.1314255068612203)","(0.09686595143039951, 0.1262523448376765)","(0.11367340207418022, 0.11448786156153638)","(0.0869241276726167, 0.1314255068612203)"
