,Top 25,Top 50,Top 100,Top 200
precision,"(0.048, 0.02993325909419153)","(0.032, 0.023999999999999997)","(0.018, 0.009797958971132711)","(0.017, 0.005099019513592785)"
recall,"(0.05260210803689065, 0.03351853491014999)","(0.07038866930171277, 0.05378088932978963)","(0.07947957839262186, 0.044081385892413893)","(0.15029644268774703, 0.04891893205261599)"
f1,"(0.05018454190186713, 0.03161386803676187)","(0.04398988029125015, 0.03318269277611289)","(0.02934869063127437, 0.016029946733307664)","(0.030541968938829923, 0.009238340226919096)"
ndcg,"(0.04772009061515857, 0.0328121215611435)","(0.05820074684269565, 0.04484770517783176)","(0.06254412954163527, 0.039764309612913586)","(0.09082977199720595, 0.033191486915121186)"
