,Top 50,Top 100,Top 200,Top N
precision,"(0.024, 0.019595917942265423)","(0.016, 0.010198039027185569)","(0.017, 0.005099019513592785)","(0.013793103448275862, 0.008791412954470319)"
recall,"(0.0529973649538867, 0.044873750254757636)","(0.07002635046113306, 0.04576643489161279)","(0.1502635046113307, 0.04807442863809013)","(0.07002635046113306, 0.04576643489161279)"
f1,"(0.033030976181661106, 0.027279653362300517)","(0.02604377603797191, 0.01667249509336234)","(0.03054189679750218, 0.009222316380165595)","(0.023043031413378615, 0.014743963671951974)"
ndcg,"(0.04037240251495629, 0.027794308358892506)","(0.04891634074511094, 0.026466205075228795)","(0.08121765001768166, 0.028493976613021447)","(0.04891634074511094, 0.026466205075228795)"
