,Top 50,Top 100,Top 200,Top N
precision,"(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)","(0.008, 0.016)"
recall,"(0.04, 0.08)","(0.04, 0.08)","(0.04, 0.08)","(0.04, 0.08)"
f1,"(0.007272727272727273, 0.014545454545454545)","(0.003809523809523809, 0.007619047619047617)","(0.001951219512195122, 0.003902439024390244)","(0.013333333333333332, 0.026666666666666665)"
ndcg,"(0.015694856454221286, 0.03138971290844257)","(0.015694856454221286, 0.03138971290844257)","(0.015694856454221286, 0.03138971290844257)","(0.015694856454221286, 0.03138971290844257)"
