,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265423)","(0.016, 0.008)","(0.014000000000000002, 0.004898979485566356)","(0.009, 0.004898979485566356)"
recall,"(0.011541307379265203, 0.009426342807203475)","(0.015707974045931872, 0.007881803199108974)","(0.02732469620649421, 0.009132217864217192)","(0.035019849739605556, 0.01855027327596725)"
f1,"(0.015586168217747165, 0.01272784190887693)","(0.015847092465747233, 0.00793051985288658)","(0.01851005968755543, 0.006376299929581946)","(0.01431778980909248, 0.00775061958903663)"
ndcg,"(0.02618719215903017, 0.028335869250917124)","(0.019258025971309906, 0.01608213757644137)","(0.025450966078402755, 0.016756830943880374)","(0.029650948776902514, 0.020990095945791692)"
