,Top 25,Top 50,Top 100,Top 200
precision,"(0.048, 0.016)","(0.036, 0.014966629547095763)","(0.032, 0.0074833147735478825)","(0.025, 0.004472135954999578)"
recall,"(0.008022982791044473, 0.0025729366888475164)","(0.012042585920814548, 0.0049090752306014795)","(0.021372983848134387, 0.004704803849812403)","(0.03343706515903966, 0.005446776272340211)"
f1,"(0.01374694323733112, 0.004432795714390264)","(0.018045897648286187, 0.0073918609249641965)","(0.02562476549832075, 0.00577962922198924)","(0.028604511633508568, 0.0049125056178412185)"
ndcg,"(0.04512553405568866, 0.02042579049867433)","(0.03755107659069085, 0.018600500082989472)","(0.03394327594034522, 0.010845094554451965)","(0.03317059411250139, 0.007228226887570136)"
