,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.004, 0.008)","(0.002, 0.004)","(0.003, 0.002449489742783178)"
recall,"(0.0, 0.0)","(0.02857142857142857, 0.05714285714285714)","(0.02857142857142857, 0.05714285714285714)","(0.09047619047619046, 0.07438333024673004)"
f1,"(0.0, 0.0)","(0.007017543859649124, 0.014035087719298248)","(0.0037383177570093455, 0.00747663551401869)","(0.005806481872332442, 0.004741003529170374)"
ndcg,"(0.0, 0.0)","(0.010552981805264875, 0.02110596361052975)","(0.010552981805264875, 0.02110596361052975)","(0.026012913233365815, 0.02187005702140475)"
