,Top 25,Top 50,Top 100,Top 200
precision,"(0.05600000000000001, 0.032)","(0.048, 0.023999999999999997)","(0.04, 0.012649110640673518)","(0.025, 0.007745966692414835)"
recall,"(0.05389173789173789, 0.03086039886039886)","(0.09154171754171754, 0.04586251881363108)","(0.15345380545380544, 0.053379472985950686)","(0.19143182743182746, 0.06659760036150174)"
f1,"(0.05491402714932127, 0.03139668174962292)","(0.06296005748637327, 0.03148722332473697)","(0.0634452505936758, 0.020477087559048646)","(0.0442174277714741, 0.013892113118198397)"
ndcg,"(0.08223874895462875, 0.05539128978536621)","(0.10018943868318879, 0.060714629513303184)","(0.1300983665181183, 0.06382092820677097)","(0.14554192270531055, 0.06567026840599424)"
