,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.004, 0.004898979485566356)","(0.002, 0.002449489742783178)","(0.0032258064516129032, 0.006451612903225807)"
recall,"(0.0, 0.0)","(0.03076923076923077, 0.03768445758127967)","(0.03076923076923077, 0.03768445758127967)","(0.015384615384615385, 0.03076923076923077)"
f1,"(0.0, 0.0)","(0.007079646017699117, 0.00867076015144488)","(0.003755868544600939, 0.004599980737620992)","(0.005333333333333333, 0.010666666666666666)"
ndcg,"(0.0, 0.0)","(0.012186551220320797, 0.01495201061458992)","(0.012186551220320797, 0.01495201061458992)","(0.006375157757618553, 0.012750315515237106)"
