,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.0)","(0.024, 0.008)","(0.018000000000000002, 0.0116619037896906)","(0.016, 0.009695359714832657)"
recall,"(0.03126221896383187, 0.0006184171990285707)","(0.03751221896383187, 0.012509184736990498)","(0.05686705767350928, 0.03809897905341586)","(0.10083088954056696, 0.06260448275041998)"
f1,"(0.03509204044594244, 0.0003894790195918693)","(0.029269743835323225, 0.009757186296221876)","(0.027342471376219868, 0.017859856638691683)","(0.027616190232736038, 0.016790104193350582)"
ndcg,"(0.04873772871735198, 0.018479528561056505)","(0.044759329324256816, 0.012782586567280131)","(0.05535437395717994, 0.027789372934183924)","(0.07540085845926921, 0.03474060753580565)"
