,Top 25,Top 50,Top 100,Top 200
precision,"(0.05600000000000001, 0.032)","(0.052000000000000005, 0.027129319932501072)","(0.036, 0.014966629547095767)","(0.022, 0.010295630140987)"
recall,"(0.05417663817663818, 0.03140229615330136)","(0.10037606837606838, 0.053284373758300196)","(0.13802604802604804, 0.05881387909059977)","(0.16912576312576313, 0.08170420502717658)"
f1,"(0.055064856711915536, 0.03169087602814308)","(0.06849669628616997, 0.035933313112185866)","(0.05709525371828521, 0.02384797208096881)","(0.03893080966942456, 0.018281817464887204)"
ndcg,"(0.07468444833714569, 0.04174069387174486)","(0.09672079937293211, 0.05409293214510658)","(0.11555415950555718, 0.05869561178743164)","(0.12850741916703604, 0.06687005915160935)"
