,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.008, 0.009797958971132711)","(0.01, 0.00894427190999916)","(0.006, 0.004898979485566357)"
recall,"(0.06666666666666667, 0.0816496580927726)","(0.06666666666666667, 0.0816496580927726)","(0.16666666666666666, 0.14907119849998596)","(0.2, 0.1632993161855452)"
f1,"(0.025806451612903226, 0.031606319261718425)","(0.014285714285714285, 0.01749635530559413)","(0.01886792452830189, 0.01687598473584747)","(0.011650485436893203, 0.009512581525371565)"
ndcg,"(0.037659579696368274, 0.04834645741951386)","(0.037659579696368274, 0.04834645741951386)","(0.06755968552669699, 0.06788491625499092)","(0.07571844610845732, 0.06723366881402562)"
