,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.02993325909419153)","(0.016, 0.014966629547095765)","(0.012, 0.009797958971132711)","(0.009, 0.007348469228349534)"
recall,"(0.07121212121212121, 0.06769184213238993)","(0.07121212121212121, 0.06769184213238993)","(0.10606060606060605, 0.08976553480968862)","(0.1575757575757576, 0.1309883317972787)"
f1,"(0.044144144144144144, 0.04149798118948876)","(0.026123744050766784, 0.02450808817846259)","(0.021557271557271555, 0.017667286435937405)","(0.017025842797102744, 0.013913798417180323)"
ndcg,"(0.07388962277567171, 0.07642458795661596)","(0.07388962277567171, 0.07642458795661596)","(0.08609701128890733, 0.07586438582130933)","(0.10213481130823676, 0.07576510927345549)"
