,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.002, 0.002449489742783178)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.07333333333333333, 0.09043106644167025)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0038929670850106554, 0.004767914993113192)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.017648275786707412, 0.02162864091055935)"
