,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.024, 0.019595917942265423)","(0.014000000000000002, 0.013564659966250536)","(0.007000000000000001, 0.006782329983125268)"
recall,"(0.07333333333333333, 0.09043106644167025)","(0.22000000000000003, 0.2006655592438988)","(0.26, 0.27760883751542687)","(0.26, 0.27760883751542687)"
f1,"(0.026236559139784944, 0.032140286782398976)","(0.04324675324675324, 0.03570979900979024)","(0.026558849955076368, 0.025869371215656967)","(0.013630120767227088, 0.013242211643094503)"
ndcg,"(0.02907380058888186, 0.03579577413191163)","(0.07848102137609392, 0.07032298634027515)","(0.09016138911065105, 0.09264148496384694)","(0.09016138911065105, 0.09264148496384694)"
