,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.008, 0.009797958971132711)","(0.004, 0.004898979485566356)","(0.005, 0.00447213595499958)"
recall,"(0.0125, 0.025000000000000005)","(0.025, 0.03061862178478973)","(0.025, 0.03061862178478973)","(0.06333333333333332, 0.05592653911854173)"
f1,"(0.009756097560975608, 0.01951219512195122)","(0.012121212121212121, 0.014845392380504112)","(0.006896551724137933, 0.008446516354424753)","(0.009267872523686476, 0.00828175116611451)"
ndcg,"(0.008517056500484855, 0.01703411300096971)","(0.014291425204643443, 0.018032556458809978)","(0.014291425204643443, 0.018032556458809978)","(0.027939560183496047, 0.026365066760186653)"
