,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.03577708763999664)","(0.028000000000000004, 0.020396078054371138)","(0.014000000000000002, 0.010198039027185569)","(0.007000000000000001, 0.005099019513592784)"
recall,"(0.25, 0.22360679774997896)","(0.33999999999999997, 0.2596150997149434)","(0.33999999999999997, 0.2596150997149434)","(0.33999999999999997, 0.2596150997149434)"
f1,"(0.06896551724137931, 0.06168463386206317)","(0.05171717171717172, 0.03782426303903247)","(0.026886446886446886, 0.01962611246983967)","(0.013715925394548061, 0.010001846691570627)"
ndcg,"(0.1652679742623848, 0.18404213600949684)","(0.19152652412278343, 0.19905379672665469)","(0.19152652412278343, 0.19905379672665469)","(0.19152652412278343, 0.19905379672665469)"
