,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.001, 0.002)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.015384615384615385, 0.03076923076923077)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0018779342723004694, 0.0037558685446009393)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.00505963451718063, 0.01011926903436126)"
