,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.012, 0.016)","(0.01, 0.00894427190999916)","(0.005, 0.00447213595499958)"
recall,"(0.03333333333333333, 0.06666666666666667)","(0.1, 0.13333333333333333)","(0.1571428571428571, 0.1393213222697885)","(0.1571428571428571, 0.1393213222697885)"
f1,"(0.012903225806451613, 0.025806451612903226)","(0.02142857142857143, 0.02857142857142857)","(0.01879739023099982, 0.0167975322460365)","(0.00968997701796351, 0.008662839738447588)"
ndcg,"(0.01400312114663721, 0.02800624229327442)","(0.03605195307531463, 0.045950502018885786)","(0.0534602100600823, 0.045480050053872546)","(0.0534602100600823, 0.045480050053872546)"
