,Top 25,Top 50,Top 100,Top 200
precision,"(0.088, 0.02993325909419153)","(0.048, 0.00979795897113271)","(0.038, 0.007483314773547884)","(0.019, 0.003741657386773942)"
recall,"(0.2018181818181818, 0.06515081042606878)","(0.22181818181818183, 0.04209395237378263)","(0.3527272727272727, 0.07144320983414001)","(0.3527272727272727, 0.07144320983414001)"
f1,"(0.12253968253968255, 0.041066654887061356)","(0.0789071038251366, 0.015888771012359564)","(0.06859950859950861, 0.013520966847356233)","(0.03605506657639358, 0.007103200533621616)"
ndcg,"(0.11716314601596593, 0.040999582059828725)","(0.12642064227420288, 0.028237590614146147)","(0.1747779042074881, 0.034884404320313776)","(0.1747779042074881, 0.034884404320313776)"
