,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.024, 0.0233238075793812)","(0.012, 0.0116619037896906)","(0.007000000000000001, 0.005099019513592784)"
recall,"(0.042222222222222223, 0.051830683509736006)","(0.12444444444444444, 0.11995884067791804)","(0.12444444444444444, 0.11995884067791804)","(0.14666666666666667, 0.1040892304767144)"
f1,"(0.02319327731092437, 0.028410818970239247)","(0.04022598870056497, 0.039030348773474235)","(0.02188490408673895, 0.021249602249287503)","(0.013360674413305993, 0.009719633225434928)"
ndcg,"(0.026999103970528404, 0.033089616693994135)","(0.061535108253624626, 0.05362140127921826)","(0.061535108253624626, 0.05362140127921826)","(0.06855093286519785, 0.046996838203704414)"
