,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)"
recall,"(0.015384615384615385, 0.03076923076923077)","(0.015384615384615385, 0.03076923076923077)","(0.015384615384615385, 0.03076923076923077)","(0.015384615384615385, 0.03076923076923077)"
f1,"(0.010526315789473686, 0.02105263157894737)","(0.00634920634920635, 0.0126984126984127)","(0.0035398230088495583, 0.0070796460176991175)","(0.0018779342723004694, 0.0037558685446009393)"
ndcg,"(0.03275467537135628, 0.06550935074271257)","(0.03275467537135628, 0.06550935074271257)","(0.03275467537135628, 0.06550935074271257)","(0.03275467537135628, 0.06550935074271257)"
