,Top 25,Top 50,Top 100,Top 200
precision,"(0.072, 0.08908422980528034)","(0.068, 0.04118252056394801)","(0.05, 0.014142135623730952)","(0.043, 0.005099019513592784)"
recall,"(0.01106594399277326, 0.013750402026728345)","(0.02068378715533187, 0.012847543862352009)","(0.03028657461177786, 0.009008627991951589)","(0.0518996859809868, 0.0063304685861858305)"
f1,"(0.01918343094813683, 0.0238235499095918)","(0.03171637375340426, 0.0195873980506244)","(0.03771732593106639, 0.011009598322241052)","(0.04702335013053245, 0.00560737322033124)"
ndcg,"(0.08741179116638441, 0.12828188394901857)","(0.07925183000473598, 0.07694744831063194)","(0.06109568672842995, 0.041262498822911706)","(0.05606410717658805, 0.024912167851676627)"
