,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.008, 0.009797958971132713)","(0.008, 0.0074833147735478825)","(0.006999999999999999, 0.004)"
recall,"(0.04, 0.08)","(0.07333333333333333, 0.09043106644167026)","(0.15333333333333335, 0.14847371634213394)","(0.2733333333333333, 0.1638427430325934)"
f1,"(0.013333333333333332, 0.026666666666666665)","(0.014415584415584414, 0.017656607168163467)","(0.015202156334231803, 0.014244505936463184)","(0.013649064645986263, 0.0078096355586301895)"
ndcg,"(0.06783204105472324, 0.13566408210944647)","(0.07878882640106977, 0.13190339468042495)","(0.10008602791550729, 0.147512760224917)","(0.12842097336243422, 0.15538606869000726)"
