,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.048)","(0.016, 0.0233238075793812)","(0.016, 0.013564659966250536)","(0.009000000000000001, 0.008602325267042627)"
recall,"(0.02, 0.04)","(0.026451612903225806, 0.038838495337528804)","(0.05268817204301075, 0.04519200184624068)","(0.059354838709677414, 0.05740525782411137)"
f1,"(0.02181818181818182, 0.04363636363636364)","(0.01993827160493827, 0.02914443270383574)","(0.024544920728126834, 0.02086545576359989)","(0.015629587803500846, 0.014962346273534087)"
ndcg,"(0.04268221705421291, 0.08536443410842583)","(0.04131030363129692, 0.07249804693765294)","(0.05556690547245807, 0.07499377984525474)","(0.05851065233443152, 0.0808104902172932)"
