,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.02993325909419153)","(0.016, 0.014966629547095765)","(0.01, 0.010954451150103323)","(0.006, 0.007348469228349535)"
recall,"(0.038614718614718616, 0.03708963987464689)","(0.038614718614718616, 0.03708963987464689)","(0.04861471861471861, 0.054802801148633125)","(0.05861471861471862, 0.07369567586664941)"
f1,"(0.03498406824956316, 0.03311477822852818)","(0.02261792980102839, 0.021319243292352096)","(0.016584473648557103, 0.018257746367937)","(0.010884483825660296, 0.013364241521197088)"
ndcg,"(0.04420563052321386, 0.044184275396485576)","(0.04420563052321386, 0.044184275396485576)","(0.04850843238182748, 0.0515022247551631)","(0.05200379477736076, 0.05770906991480403)"
