,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.025298221281347035)","(0.02, 0.012649110640673518)","(0.018000000000000002, 0.0074833147735478825)","(0.01, 0.0031622776601683794)"
recall,"(0.08333333333333333, 0.05270462766947299)","(0.08333333333333333, 0.05270462766947299)","(0.14999999999999997, 0.06236095644623236)","(0.16666666666666666, 0.05270462766947299)"
f1,"(0.05405405405405406, 0.034186785515333835)","(0.03225806451612903, 0.020401791355925028)","(0.03214285714285714, 0.013363062095621216)","(0.018867924528301886, 0.0059665616229592055)"
ndcg,"(0.07631548049647845, 0.05163369837835389)","(0.07631548049647845, 0.05163369837835389)","(0.10223808322405996, 0.05607707527023734)","(0.10781295403543849, 0.04967860583637061)"
