,Top 25,Top 50,Top 100,Top 200
precision,"(0.048, 0.039191835884530846)","(0.032, 0.020396078054371138)","(0.016, 0.010198039027185569)","(0.01, 0.0031622776601683794)"
recall,"(0.08525252525252525, 0.0732684689619356)","(0.10969696969696971, 0.07526330341090814)","(0.10969696969696971, 0.07526330341090814)","(0.13826839826839826, 0.05158946301691003)"
f1,"(0.060826873385012914, 0.04999892499962763)","(0.04922335138342853, 0.031721277856265016)","(0.027811481341326588, 0.017830813122161646)","(0.018615769456122654, 0.005927249665926565)"
ndcg,"(0.048941331590695566, 0.04090562511368816)","(0.060668122436382046, 0.040099541638205935)","(0.060668122436382046, 0.040099541638205935)","(0.06977389179309672, 0.02889244748171577)"
