,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.0466476151587624)","(0.024, 0.019595917942265423)","(0.014000000000000002, 0.010198039027185569)","(0.007000000000000001, 0.005099019513592784)"
recall,"(0.039523809523809524, 0.05823558379508742)","(0.058138528138528135, 0.0493980178229804)","(0.06722943722943722, 0.050399650894174655)","(0.06722943722943722, 0.050399650894174655)"
f1,"(0.03536231884057971, 0.05179897484913315)","(0.03396601833221551, 0.028060928053241996)","(0.02316894729711421, 0.01695517628417764)","(0.012678058560411504, 0.009258310774014785)"
ndcg,"(0.029627705864876137, 0.042132587178214324)","(0.03970585553619612, 0.03647397394961)","(0.043982161147154954, 0.03579976007682337)","(0.043982161147154954, 0.03579976007682337)"
