,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)"
recall,"(0.02857142857142857, 0.05714285714285714)","(0.02857142857142857, 0.05714285714285714)","(0.02857142857142857, 0.05714285714285714)","(0.02857142857142857, 0.05714285714285714)"
f1,"(0.0125, 0.025)","(0.007017543859649124, 0.014035087719298248)","(0.0037383177570093455, 0.00747663551401869)","(0.001932367149758454, 0.003864734299516908)"
ndcg,"(0.03468553139764789, 0.06937106279529578)","(0.03468553139764789, 0.06937106279529578)","(0.03468553139764789, 0.06937106279529578)","(0.03468553139764789, 0.06937106279529578)"
