,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265426)","(0.016, 0.008)","(0.01, 0.006324555320336759)","(0.006, 0.002)"
recall,"(0.10666666666666666, 0.0879393730551528)","(0.13999999999999999, 0.07118052168020873)","(0.17333333333333334, 0.10624918300339485)","(0.20666666666666664, 0.06463573143221771)"
f1,"(0.03913978494623656, 0.03196714696956911)","(0.0287012987012987, 0.014352852860151685)","(0.018903863432165317, 0.011933339717846048)","(0.011659957376272791, 0.0038788025453846144)"
ndcg,"(0.07382305026316538, 0.07820579893120114)","(0.08592714680311793, 0.07010749563451242)","(0.09547319011206465, 0.06924234603070106)","(0.10385649388565328, 0.05894794400647382)"
