,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.002, 0.004)","(0.003, 0.002449489742783178)"
recall,"(0.04, 0.08)","(0.04, 0.08)","(0.04, 0.08)","(0.13, 0.10770329614269007)"
f1,"(0.013333333333333332, 0.026666666666666665)","(0.007272727272727273, 0.014545454545454545)","(0.003809523809523809, 0.007619047619047617)","(0.005863223338115734, 0.00478733365871279)"
ndcg,"(0.020419479024582327, 0.04083895804916465)","(0.020419479024582327, 0.04083895804916465)","(0.020419479024582327, 0.04083895804916465)","(0.040733311833106134, 0.03831286708482829)"
