,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265423)","(0.012, 0.009797958971132711)","(0.006, 0.004898979485566356)","(0.006999999999999999, 0.007483314773547883)"
recall,"(0.05454545454545454, 0.04453617714151233)","(0.05454545454545454, 0.04453617714151233)","(0.05454545454545454, 0.04453617714151233)","(0.12727272727272726, 0.13606026860996148)"
f1,"(0.03333333333333333, 0.02721655269759087)","(0.019672131147540982, 0.016062227821529034)","(0.010810810810810811, 0.008826990064083525)","(0.013270142180094785, 0.014186378717626317)"
ndcg,"(0.09331255301159963, 0.09502485277005218)","(0.09331255301159963, 0.09502485277005218)","(0.09331255301159963, 0.09502485277005218)","(0.11712056967652726, 0.10038596753783921)"
