,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.004, 0.008)","(0.002, 0.004)","(0.002, 0.0024494897427831783)"
recall,"(0.0, 0.0)","(0.02857142857142857, 0.05714285714285714)","(0.02857142857142857, 0.05714285714285714)","(0.05714285714285714, 0.06998542122237653)"
f1,"(0.0, 0.0)","(0.007017543859649124, 0.014035087719298248)","(0.0037383177570093455, 0.00747663551401869)","(0.003864734299516908, 0.004733313512624499)"
ndcg,"(0.0, 0.0)","(0.009791292534996781, 0.019582585069993563)","(0.009791292534996781, 0.019582585069993563)","(0.017709931601660407, 0.021891313198033262)"
