,Top 25,Top 50,Top 100,Top 200
precision,"(0.064, 0.040792156108742275)","(0.036000000000000004, 0.0265329983228432)","(0.018000000000000002, 0.0132664991614216)","(0.01, 0.006324555320336759)"
recall,"(0.08905572755417956, 0.05492048889312399)","(0.09905572755417957, 0.06808190324290417)","(0.09905572755417957, 0.06808190324290417)","(0.10958204334365325, 0.06403911576989144)"
f1,"(0.07431738992714602, 0.04651227794646852)","(0.05271575493509303, 0.03806308663681951)","(0.03042883643289323, 0.022159522839754576)","(0.01831603495766112, 0.011500003447588994)"
ndcg,"(0.11270763206387033, 0.0859710026746654)","(0.11797586939105872, 0.09424259626196814)","(0.11797586939105872, 0.09424259626196814)","(0.12204359228795977, 0.09133100085736862)"
