,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.032)","(0.012, 0.016)","(0.006, 0.008)","(0.005, 0.006324555320336759)"
recall,"(0.05636363636363637, 0.07372049066441198)","(0.05636363636363637, 0.07372049066441198)","(0.05636363636363637, 0.07372049066441198)","(0.09454545454545454, 0.118055876950894)"
f1,"(0.033650793650793646, 0.04460741097206424)","(0.01978142076502732, 0.026285005041686904)","(0.010843570843570844, 0.014430933874074011)","(0.009496727600993002, 0.012003997583209082)"
ndcg,"(0.04145079843490822, 0.05973716759285058)","(0.04145079843490822, 0.05973716759285058)","(0.04145079843490822, 0.05973716759285058)","(0.05337561528373046, 0.07229393594107442)"
