,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.004, 0.004898979485566357)","(0.009, 0.008)"
recall,"(0.011764705882352941, 0.023529411764705882)","(0.011764705882352941, 0.023529411764705882)","(0.026050420168067225, 0.032153153730603345)","(0.11386554621848739, 0.09922017808817359)"
f1,"(0.009523809523809526, 0.019047619047619053)","(0.005970149253731344, 0.011940298507462688)","(0.006927575348627982, 0.008485704811553106)","(0.016675679081467443, 0.014800243226172268)"
ndcg,"(0.009942460513010813, 0.019884921026021626)","(0.009942460513010813, 0.019884921026021626)","(0.014834146149607291, 0.01984574652444218)","(0.04538059091586235, 0.04060355291283039)"
